id,Text,Opinion
1059597234285744128,"Canada: Marijuana use improves quality of life for patients with head, neck cancer http #Cannabis #Cancer #MedicalBenefits http",for
896151293269389312,"One of the four ways #cannabis fights #cancer:  Anti-Metastatic

#marijuana #hemp #pot #weed",for
565602049031938048,"Cancer and Cannabis

#cannabis #depression #health #medical #medicalmarijuana #marijuana
#cancer #thc #cbd #weed http",neutral
1302265104629747713,"We think #Marijuana is a drug 
We know #Cannabis is food 
#Cannabinoids operates our Immune System just we are not allowed to eat the ones in #Weed ~ 
The #FECO stops the #Cancer the #THCa is Anti-inflammatory we need both Processed and Raw #Hemp to eat ~
https://t.co/Sk6y0ASXCZ",for
1041063261406355456,"#Cannabis can`t help everyone but it can help if you have #Cancer, #Epilepsy, #Anorexia, Constant-pain, #Glaucoma, #Depression, #Asthma, #Arthritis, #Dementia, #Parkinson`s, #Scoliosis, #PTSD, #ADD, Panic-disorder, and only over 600 more http via @user",for
654383830527152129,"#Cannabis Can Cure #Cancer, Its #HighTime We Stop Arresting People | #CannabisOil #MedicalMarijuana #Marijuana http",for
736073101897666561,82 studies on the efficiency of #CANNABIS against #cancer... http,for
393174580040593408,Attention please! #Cannabis kills #cancer... http,for
1306654974785605635,#Cannabinoids in #Cannabis provide #Immunity to all Disease and #Cancer created by #Cannabinoid Deficiency ~ In the time of #COVID19 please eat the Weed not just smoke it ~ I use extract #FECO for #Cancer since 2014 not cured if I run out lesions return ~ May you have enough http,for
802211051676770304,"BIG Story:

#Cannabis Oil Kills 13-Year-Old Chico Ryder's #Cancer  #CannabisOil http",for
1379544085929791495,"6 days Countdown to #Powermonth #Ramadan2021 The month dedicated to #fasting #IntermittentFasting

#health #cancer 
https://t.co/F6pqeVHkIg

 http",for
434052659751178240,"""@BloomRoomSF: #cannabis fights #cancer by ""killing mutated cells, slowing growth, preventing their spreading or growing blood vessels.""",for
804400182590865408,"Do you drink #dairy milk? It's OK. #Cannabis will keep you safe ;)

#Milk &amp; #Cancer: http #marijuana #health http",for
680702981742948352,"#Cancer patient says medical #marijuana has changed her life 

https://t.co/JW1Pi1rfgF  #MME      
 #cannabis http",for
1103382380121915394,"#GodzWeedz #StonerFam #TNBNaturalsSponsoredGrower #Cannabis #CannabisSeeds #Hybrid #Indica #CBD #THC #Sativa #Cancer #Hemp
@tnbnatural @user @user #WednesdayWisdom @user Your Day too My Angel  http",neutral
565595141738864640,"Cancer and Cannabis

#cannabis #depression #health #medical #medicalmarijuana #marijuana
#cancer #thc #cbd #weed http",neutral
772693242982834176,Can #Cannabis Cure #Cancer?https://t.co/Viz9ooElj7 #breakthetaboo #EndOurPain http,neutral
1220789126913351680,"#CBD does a body good  Discover the many #Health Benefits of adding #cbdoil to your daily routine.  

Visit http  

#Hemp #Cannabis #Wellness #Healthy #NaturalHealth #NaturalHealing #ADHD #PTSD #Cancer #Epilepsy #MentalHealth #Mentalillness http",for
313112353644347392,By @user #Cannabis Oil And #Cancer: Searching For Higher Ground http | #mmot,neutral
805092889227313152,Is there such a thing as minor surgery? #prevention against #cancer with #cannabis is helping people http,for
390092253227528192,"""[B]oth delta-9-#THC &amp; delta-8-#THC caused a sharp decline in the respiratory rate of oral #cancer cells."" (Werner 29)  #pot #cannabis",neutral
809260329020653569,Is there such a thing as minor surgery? #prevention against #cancer with #cannabis is helping people http,for
748629469309583360,"Charles Rowland
https://t.co/1mjsiFTQQi

#cancer #marijuana #cannabis #hemp #dank #vote#kush #cbd http",neutral
319844485343363072,Runner @user races for #cannabis #cancer campaign: http,for
587973158080225280,"Joe Banning

#cancer #marijuana #cannabis #hemp #dank #vote #medicalmarijuana #kush #dabs #cbd #epilepsy #VT http",neutral
627448365266169860,"Here's What #Marijuana Does to Breast #Cancer 

http://t.co/MJxXjKUtaW -  #cannabis #cbd #marijuana #marijuananews http",for
852777118282899457,Want to thank @user for the chance to tell everyone @user my #unique #survival #story! #RalphX #Annunaki #Cancer #Cannabis,for
648070156103643137,"Medical #Marijuana Helped Me Survive #Cancer Treatment  http  
#cannabis #cbd #thc #MME http",for
1152352752435105798,"A recent study has found that #cannabis may potentially manage night sweats. #CBD #cannabinioids #cancer

https://t.co/DKLMS8ZtpH via @user http",for
641479224193249280,"Oops! U.S. Department of Health, just confirmed that #Cannabis kills #cancer cells.#Legalize http via @user",for
7552821544,Dr. Melamede speaks about Marijuana clear and fundamented http #Cannabis #Marijuana #Cancer #Health #Medicial #mmot,neutral
587005030038953985,"Cannabis and  Cancer
http://t.co/XvuqBN34Uz

#Cannabis #cancer #marijuana #medical #pain #thc, #cbd #hempoil #tumors http",neutral
587225280084848640,"RT weedpraylove: RT alovelykink: RT MME_TALLAHASSEE: Cannabis and  Cancer
http://t.co/bLIlbEEBYg

#Cannabis #cancer #marijuana #medical #",neutral
572290015629348864,"Utah #cancer survivor advocates for medical #marijuana, saying that #cannabis is a better treatment http @user",for
478258164820099072,"""#Govt Study Proves #THC From #Cannabis Destroys #Leukemia, Breast And Lung #Cancer Cells""

http://t.co/Y9ispLocvR",for
404224770549370880,#Cannabis Kills &amp; Cures #Cancer - Re-edit: http #weed #pot #hemp #ganja #health #medecine #therapy #science #research #law,for
678958414744133632,"#Cancer patient says medical #marijuana has changed her life 

https://t.co/BiIwW6RBbt  #MME      
 #cannabis http",for
756518745250623488,"20 Medical Studies That Show #Cannabis Can Be A Potential Cure For #Cancer 
https://t.co/YZYmjNx5B8  http",for
648737883625492480,"Medical #Marijuana Helped Me Survive #Cancer Treatment  http  
#cannabis #cbd #thc #MME http",for
1428280428926881803,"Cystic Fibrosis Drugs Market 2021-2027 Industry Insight by Recent Developments
https://t.co/a4sNp42EIc
#healthcare #cannabis #health #research #insurance #hemp #cancer #diabetes #medicine #emrsoftware #emrindustry",for
584310561225236481,"Cannabis= Anti Cancer
http://t.co/D1PWJJ67xe

#marijuana #cannabis #cancer #hemp  #vote   #cbd http",for
655680821223890944,"The Biochemist Who Cured His #Cancer With #Cannabis Oil 

http://t.co/G2KmKrwlkH 
#marijuana #hempoil #cbd #MME http",for
1090984273203683328,"Watch: Incredible Microscopic Footage Of #Cannabis #Oil #Eliminating #Cancer Cells!!! 
https://t.co/iK55nWOzuH http",for
815058537546182657,Is there such a thing as minor surgery? #prevention against #cancer with #cannabis is helping people http,for
1198617947285180420,"#MedicareForAll 
#Plants are #Food 
Food is #Medicine 
#Cannabis is Food and Medicine 

#Thanksgiving #GiveThanks the raw extract of Cannabis manages all #Disease except #Radiation driven #Cancer ~ I treat Squamous Cell Carcinoma 
#Bernie2020 #Vote #Elect more like #TheSquad http",for
644828459500470272,"#THC and other #cannabinoids inhibit tumor growth

http://t.co/4RXEdmqn13 
#cbd #cannabis #tumor #cancer #MME #cbdoil http",for
600808135327092736,"Cannabis and Cancer
http://t.co/ZePJPRvXL4

#Cannabis #cancer #marijuana #medical #pain #thc, #cbd #hempoil #tumors http",for
1365328845633695744,"#KentState 
#NeverForget Nixon finds #Cannabis stops #Cancer 
Reagan Biden @user pass @user 
#JimCrow #RuleOfLaw #Healthcare #Housing #LivingWage 
#GeneralStrike 
#Congress will not pass laws #ForThePeople @user or @user they protect #SystemicRacism 
I wish we were good guys http",for
649124789555097600,Numerous Human Clinical Trials of #Cannabis for #Cancer in 2015 |#MMJ #MedicalMarijuana #CBD #CannabisOil #Marijuana http,neutral
1014676439793328128,Marijuana Australia: Listening to Andrew on @user talk about the silly SA #cannabis #laws that #SAPARLI are proposing to inflict on our poorest and sickest. #cancer #epilepsy #dementia #autism #alzheimers #ms #cerebralpalsy #chro.. http,against
372888728920133632,If petunias were a #cure for #cancer it would be publicized everywhere. #Cannabis is!...where's the #press about it? #wiredforweed,for
161638496866541568,#cannabis can slow down tumors and soon we will find out how it can block #Cancer for good,for
583047949095157760,"Dr Donald Tashkin
http://t.co/0WlIHOanFr

#marijuana #cannabis  #hemp #Cancer #medicalmarijuana http",neutral
787294263944019969,"A New Study Suggests #Cannabis Could Treat Cervical #Cancer  
https://t.co/QtlR58ImRL  http",for
642381714275323904,"#THC and other #cannabinoids inhibit tumor growth

http://t.co/4iejTeiGiI 
#cbd #cannabis #tumor #cancer #MME #cbdoil http",for
871728368869396481,"Here Are 100 Scientific Studies Proving #Cannabis Cures #Cancer

https://t.co/FxGxqle54X http",for
1095959271018237952,"#Cannabinoids inhibit proliferation of #cancer cells, stimulate autophagy and apoptosis, and have also a potential to inhibit angiogenesis and metastasis in animal models and in human clinical trials.

#Cannabis #LegalizeIt 
#NaturalMedicine #Pakistan http",for
439940000235286529,Lawmakers Vows Workable #MMJ http #Legalize #Cannabis #Cancer #Seizures #Fibromyalgia #PD #MS #ChronisPain #Choice,for
604715714554032128,"Joe Banning

#cancer #marijuana #cannabis #hemp #dank #vote #medicalmarijuana #kush #dabs #cbd #epilepsy #VT http",neutral
534365357151367168,"New research suggests that #cannabis extract can have a ""dramatic effect"" on brain #cancer. http #breakthetaboo",against
684144640098988034,Higher Perspective on Instagram: #cannabis #illegal #legal #legalizeit #cancer #ptsd #seizures... http,neutral
643912091947171844,"Medical #Marijuana Helped Me Survive #Cancer Treatment  http  
#cannabis #cbd #thc #MME http",for
604075213916114944,"Terry McAuliffe
http://t.co/eo1Ft5hcHC

#cancer #marijuana #cannabis #kush #dabs #cbd #epilepsy http",neutral
763621033123471361,Cannabis #Legalization #Cancer #Cure #Cannabis #Oil #Drinking #Too #Much #Alcohol http,for
273649316919394304,Season 3 Week 1 Game 1 3pts #carcinoid #cancer #fighting #sport http,neutral
556838459093303296,"#cannabis #cannabinoids #health #Pharma #medicine #decriminalize #legalize #cancer #tsunation #tsu ""The Antidot... http",for
542957374513090560,Dangerous misinformation RT @user Lung #Cancer Patient Miraculously Cured By #Cannabis Oil - http,against
657937263037411328,"#Charity #Quiz for #Cancer Research UK.7 Nov #NightOut #Plymouth #Music, #Sport, #Entertainment, #TV #Raffle. @user http",neutral
235337869651230720,#cannabis kills #cancer #cells http,for
873985429804134400,"Cannabis Cures Cancer. #cannabis #cancer #science #mice #study 
https://t.co/q51lPpKcMD http",for
358746631035826178,"#RT @user ""World Cancer Day."" #Medical #Cannabis poster. #Cancer #Treatment #Medication #Australia.  http #WEED",neutral
1063574662947528704,The best way is to let them grow their own.. less costs and better quality.. #thc #cbd #cannabis #weedoil #mmj #wietolie #CB1 #CB2 #cancer #epileptic #opiatreplcement #AIDS #copd #apneu http,for
574843389927018498,Another person who has cannabis to thank in his fight against cancer. #MediJane #MedicalMarijuana #cannabis #Cancer http,for
1108385770212155392,"Worth the read.. 
#cannabis #cancer #Harvard #HarvardHealth #THC http",neutral
615077655986221056,"Worth repeating: #Marijuana decreases risk of #lung cancer: 

http://t.co/uyimUkuDtw 
#Cancer #thc #cbd #cannabis http",for
1035184112045305862,VIDEO: Cannabics Pharmaceuticals (OTCMKTS:CNBX) Cannabis Cancer Diagnostics http #cannabis #cancer http,against
570431698715992064,"Terry McAuliffe
http://t.co/mA7uFzWita

#cancer #marijuana #cannabis #kush #dabs #cbd #epilepsy http",neutral
480395886048968704,#Fasting Helps #Cancer Patients Survive #Chemotherapy    #Singularity Hub http,for
122721223556857857,Ready to start sparring @user tourney to raise money for #cancer. #tkd great #prevention #sport,for
489951476924428291,Alright Peeps We've Less Than $900 To Go ! Please #HELP Raise Funds For Gayle Quin's Battlle W/ #Cancer W/ #Cannabis! http,for
774736342102204416,9 TYPES OF #CANCER THAT CAN BE KILLED BY #CANNABIS http,for
604623106989301762,"Rocky Anderson
http://t.co/KEkIGL0EFm

#cancer #marijuana #cannabis #hemp #dank #vote #medicalmarijuana http",neutral
635451757125046272,"Medical Marijuana Can Ease #Pain and Lessen Side Effects

http://t.co/dlkdBgkfLc 
#marijuana #cannabis #cancer http",for
1164938124625137666,Olivia Newton-John Managing Late-stage #Cancer with #Cannabis http,for
396467935734013952,"#Cannabis - It cures #Cancer.  Legalize it. 
End The #WarBetweenDrugs. http via @user",for
494892764468084736,20 Medical Studies That Prove Cannabis Can Cure Cancer  via @user #medicalmarijuana #cancer #rso #cannabis http,for
697836846894727168,"Why is Medical #Cannabis Still Illegal? 

https://t.co/1aWK1Th4Fr  #MME #PTSD #cancer #Epilepsy http",for
1099130000291258368,"Anyone else pissed off yet ???
When is Enough ....Enough ...
#cbdoil #weightlossjourney
#copd #ptsd #hempoil #adhd
#weightlossmotivation #cancer
#addicted #migraine #sleeping
#stress #BigPharma #cannabis 
#anxiety #weed #cbd #shampoo
#petcare  #painrelief

https://t.co/QGblOHUNP9",for
627543593545240576,Medical #cannabis trial for end-of-life #cancer #breakthetaboo http http,for
577432339636158464,"RT Dinafem: RT THEMMEXCHANGE: Cannabis  and Cancer

#cannabis #marijuana #thc #cbd #hemp #oil #thc #cancer #medica http",for
1072434160885792771,#Cannabis Kills All Types of #Cancer #Cells That Science Has Tested so Far - US Health Secure http,for
650062797716516864,"13-Year-Old is Kickin' #Cancer with #Cannabis Oil

http://t.co/oJKmde6XAj 

#medicalmarijuana #hempoil http",for
787356437743824896,"A New Study Suggests #Cannabis Could Treat Cervical #Cancer  
https://t.co/9zrAvOgkP1  http",for
1038455765068001281,"http is the best place online to buy nonTHC 100% pure CBD products. FREE SHIPPING TO ALL 50 STATES. 

https://t.co/0GBDbFNBp5 store.

#cbd, #cbdoil, #cbdvape, #cbdbenefits, #cannabis, #amazon, #news, #shop, #cancer, #cbdlife, #ptsd, #cbdheals, #cbdlife http",for
630920183750782976,"Medical #Cannabis to assist end-of-life cancer population 

http://t.co/9PpiasU6Oj  
#marijuana #cancer #choice http",for
667376381957955586,"""Medical Marijuana Helped Save This Child From #Cancer
https://t.co/McOSwbVgT7  
#marijuana #cannabis #MME #Cancer http",for
642364386103922688,"Medical #Marijuana Helped Me Survive #Cancer Treatment  http  
#cannabis #cbd #thc #MME http",for
902805325236944896,Low quality evidence for use in #cAncer #pain but seems safe 1/2 #cannabis http,against
